Brocha;NBrochasHSS;NDiscos;NUsos;USDutchman;BrochaSN;OrdenFabricacion;PartNumber;NUso;NBrochaHSS;NDisco;FBrochado;DUMMY;Dutchman;Maquina;TpoIndexador; Utillaje;XC;ZC;BC;CC;XCMM;ZCMM;BCMM;CCMM
011.0070.300;2;2;11;7;E0539;DUMMY;14135691;8;2;0;2024-04-04 19:02:59.803;VERDADERO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;1.177;0.12;0.127;0.007;-0.129;-0.016;-0.019;0.001
011.0082.300;2;2;11;7;E0514;222431095;14152397;4;1;2;2024-04-04 19:03:05.507;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0733;-0.496;0.05;-0.006;0.01;0.044;-0.043;0.01;-0.011
011.0082.300;2;2;11;7;E0528;222448406;14131674;1;2;2;2024-04-04 23:59:10.927;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0032;-0.616;0.07;0.014;0.01;-0.104;-0.078;0.001;-0.007
011.0081.300;2;2;11;7;E0451;222441788;14131670;9;1;1;2024-04-05 02:17:38.163;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.462;-0.06;0;0.02;0.938;0.05;0.101;0.007
011.0070.300;2;2;11;7;E0539;222448477;14135691;8;2;1;2024-04-05 03:02:17.153;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;1.048;0.06;0.108;0;-0.248;0.03;-0.021;0.005
011.0070.300;2;2;11;7;E0480;222444956;14180880;11;1;1;2024-04-05 07:55:21.800;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.668;0.06;0.058;0.03;-0.141;0.034;0.016;-0.014
011.0081.300;2;2;11;7;E0451;222446723;14131670;9;1;2;2024-04-05 09:22:18.680;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;0.476;-0.06;0;0.02;0.203;0.048;0.018;-0.009
011.0077.300;2;2;11;7;E0489;DUMMY;14124583;9;1;0;2024-04-05 09:24:49.080;VERDADERO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.05;0.07;0.07;-0.02;0.751;0.085;0.085;0.032
011.0070.300;2;2;11;7;E0539;222444986;14135691;8;2;2;2024-04-05 13:30:03.660;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.8;0.06;0.087;0;-0.015;0.047;-0.003;0.004
011.0077.300;2;2;11;7;E0489;DUMMY;14124583;9;1;0;2024-04-05 16:24:06.903;VERDADERO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.05;0.07;0.07;-0.02;0.751;0.085;0.085;0.032
011.0081.300;2;2;11;7;E0451;222446722;14131670;9;2;1;2024-04-05 18:40:04.480;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.484;-0.06;0;0.02;-0.022;0.045;-0.007;-0.02
011.0077.300;2;2;11;7;E0489;222433372;14124583;9;1;1;2024-04-05 21:41:58.877;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.15;0.07;0.07;-0.02;0.08;0.01;-0.01;0.001
011.0081.300;2;2;11;7;E0496;222442333;14152395;7;1;1;2024-04-05 22:36:34.447;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0731;0.225;0.07;0.032;-0.02;-0.679;-0.057;-0.004;0.027
011.0077.300;2;2;11;7;E0477;222450421;14144441;9;1;1;2024-04-06 02:10:40.370;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0756.01;0.313;0.02;0;0.02;0.139;0.034;0.017;-0.008
011.0070.300;2;2;11;7;E0480;222446354;14180880;11;1;2;2024-04-06 02:34:24.967;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.527;0.06;0.074;0.03;0.19;0.025;0.016;-0.007
011.0082.300;2;2;11;7;E0514;222432090;14129565;4;2;1;2024-04-06 06:09:21.280;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;0.137;0.12;0.038;0.02;-0.294;-0.101;0.015;0.003
011.0070.300;2;2;11;7;E0482;222448890;14135692;7;1;1;2024-04-06 06:39:25.960;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;0.538;0.06;0.09;0.02;0.018;0.01;-0.024;0.021
011.0081.300;2;2;11;7;E0451;222441789;14131670;9;2;2;2024-04-06 07:54:23.513;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.506;-0.06;0;0.02;-0.041;0.054;-0.008;-0.024
011.0077.300;2;2;11;7;E0489;222446349;14144442;9;1;2;2024-04-06 12:05:14.653;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.347;0.07;0.067;-0.02;-0.118;-0.01;0.008;-0.033
011.0084.300;1;6;9;7;XI9033;222448899;14157930;1;1;3;2024-04-07 22:26:22.127;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;-0.232;0.057;0;-0.01;-0.204;-0.001;-0.048;-0.017
011.0070.300;2;2;11;7;E0480;222448479;14135691;11;2;1;2024-04-07 22:28:02.653;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.507;0.06;0.074;0;-0.117;0.046;-0.028;0.016
011.0096.300;2;2;10;7;E0414;222435019;14173283;6;2;2;2024-04-08 03:27:27.247;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0745;0.805;0.01;0;-0.04;0.207;0.064;0.022;-0.04
011.0070.300;2;2;11;7;E0482;222447041;14135692;7;1;2;2024-04-08 06:51:41.773;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;0.556;0.06;0.066;0.02;0.038;0.038;0.014;0.043
011.0077.300;2;2;11;7;E0489;DUMMY;14124583;9;2;0;2024-04-08 07:52:27.117;VERDADERO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.058;0.04;0.1;-0.002;0.367;0.056;-0.014;-0.012
011.0077.300;2;2;11;7;E0477;222450422;14144441;9;1;2;2024-04-08 11:49:14.520;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0756.01;0.452;0.02;0;0.02;0.026;0.052;0.004;0.012
011.0084.300;1;6;9;7;XI9033;222448897;14157930;1;1;4;2024-04-08 13:09:43.703;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;-0.436;0.056;0;-0.01;0.081;-0.017;0.019;-0.013
011.0070.300;2;2;11;7;E0480;222448478;14135691;11;2;2;2024-04-08 13:16:59.637;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.39;0.06;0.046;0;0.031;0.032;-0.006;0.02
011.0082.300;2;2;11;7;E0514;222446600;14129565;4;2;2;2024-04-08 14:51:20.370;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.157;0.12;0.053;0.02;0.255;-0.049;0.01;-0.005
011.0084.300;1;6;9;7;XI9033;222448898;14157930;1;1;5;2024-04-08 17:20:58.410;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0740;-0.355;0.039;0;-0.01;0;0.006;0;-0.01
011.0096.300;2;2;10;7;E0313;DUMMY;14173283;10;1;0;2024-04-08 17:52:30.200;VERDADERO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0745;0.5;0;0;0;-0.065;0.024;0.035;0.022
011.0070.300;2;2;11;7;E0491;222450964;14135691;2;1;1;2024-04-08 18:27:24.793;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.164;0.06;0.053;0;0.382;0.081;0.01;0.011
011.0096.300;2;2;10;7;E0313;222435018;14173283;10;1;1;2024-04-08 21:12:43.700;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0745;0.435;0.01;0;-0.04;0.024;0.043;0.004;0.022
011.0082.300;2;2;11;7;E0508;222445635;14131672;9;1;1;2024-04-08 21:39:45.420;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;-0.564;0.12;-0.005;-0.01;0.429;-0.038;0.041;-0.004
011.0084.300;1;6;9;7;XI9033;222449386;14157928;1;1;6;2024-04-08 23:57:32.873;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0738;-0.248;0.049;0;0;-0.12;0.015;-0.027;0.016
011.0084.300;1;6;9;7;WE9014;DUMMY;14157928;8;1;0;2024-04-09 02:53:15.187;VERDADERO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0738;0.06;0.05;0;-0.01;0;0.02;0;0
011.0070.300;2;2;11;7;E0482;222447042;14135692;7;2;1;2024-04-09 03:51:31.310;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;0.547;0.06;0.084;0.02;0.044;0.001;0.005;0.031
011.0082.300;2;2;11;7;E0508;222445636;14131672;9;1;2;2024-04-09 04:50:00.850;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;-0.135;0.12;0.036;-0.01;-0.228;-0.026;-0.024;0.002
011.0082.300;2;2;11;7;E0504;DUMMY;14129565;8;1;0;2024-04-09 06:42:41.513;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.3;0.1;-0.02;0.01;-0.211;0.024;0.029;-0.01
011.0070.300;2;2;11;7;E0491;222450963;14135691;2;1;2;2024-04-09 08:28:57.357;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.546;0.06;0.063;0;-0.053;0.073;-0.002;0.014
011.0084.300;1;6;9;7;WE9014;222449387;14157928;8;1;1;2024-04-09 08:29:47.427;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0738;0.066;0.07;0;0;0.067;-0.015;0.015;0.002
011.0082.300;2;2;11;7;E0508;222451209;14131672;9;2;1;2024-04-09 11:16:28.567;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;-0.744;0.12;-0.046;-0.01;-0.13;-0.023;0.005;0.007
011.0081.300;2;2;11;7;E0517;DUMMY;14131670;1;2;0;2024-04-09 13:35:26.533;VERDADERO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.3;-0.05;-0.05;-0.05;0.641;-0.05;0.098;0.1
011.0084.300;1;6;9;7;WE9014;222449392;14126835;8;1;2;2024-04-09 13:35:37.580;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0038;0.12;0.06;0;0;-0.252;-0.01;-0.058;0.022
011.0077.300;2;2;11;7;E0489;222441057;14144442;9;2;1;2024-04-09 15:58:22.450;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0014;0.425;0.07;0.086;-0.02;-0.168;0.017;-0.011;-0.007
011.0082.300;2;2;11;7;E0504;222447599;14129565;8;1;1;2024-04-09 17:27:10.137;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0031;-0.511;0.12;0.009;0.02;0.344;0.007;0.028;-0.006
011.0081.300;2;2;11;7;E0517;222446724;14131670;1;2;1;2024-04-09 20:40:47.213;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;0.341;-0.06;0;0.02;0.441;0.06;0.056;-0.007
011.0070.300;2;2;11;7;E0491;222429487;14144443;2;2;1;2024-04-09 21:15:50.333;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0015.02;0.464;0.06;0.086;0.01;0.135;0.065;-0.017;-0.001
011.0081.300;2;2;11;7;E0496;222441035;14131671;7;1;2;2024-04-09 22:51:37.050;FALSO;FALSO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0028;0.037;0.07;0.025;-0.02;-0.636;-0.022;0.006;-0.003
011.0084.300;1;6;9;7;WE9014;222449390;14126835;8;1;3;2024-04-10 01:11:17.833;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0038;-0.132;0.05;0;0;0.22;0.021;0.051;0.002
011.0070.300;2;2;11;7;E0482;222448893;14135692;7;2;2;2024-04-10 01:21:33.107;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;0.591;0.06;0.089;0.02;-0.007;0.018;-0.014;0.044
011.0077.300;2;2;11;7;E0477;222451094;14144441;9;2;1;2024-04-10 01:47:42.900;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0756.01;0.648;0.02;0;0.02;-0.127;0.049;-0.015;0.01
011.0082.300;2;2;11;7;E0504;222448195;14152399;8;1;2;2024-04-10 04:13:09.617;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0735;0.028;0.01;0.02;0.05;-0.047;-0.017;0.031;-0.007
011.0081.300;2;2;11;7;E0517;222446725;14131670;1;2;2;2024-04-10 06:25:22.093;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;0.782;-0.06;0;0.02;0.101;0.074;0.007;-0.011
011.0082.300;2;2;11;7;E0508;222451208;14131672;9;2;2;2024-04-10 08:28:10.000;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0029;-0.874;0.12;-0.041;-0.01;-0.087;-0.021;-0.004;0.009
011.0082.300;2;2;11;7;E0504;DUMMY;14166165;8;2;0;2024-04-10 09:01:33.203;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0755;0.5;0.05;0.05;0.05;-0.56;-0.02;-0.05;-0.05
011.0082.300;2;2;11;7;E0504;DUMMY;14166165;8;2;0;2024-04-10 11:27:08.947;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0755;-0.5;-0.05;-0.05;-0.05;-0.11;0.08;0.02;0.05
011.0077.300;2;2;11;7;E0477;222451095;14144441;9;2;2;2024-04-10 11:50:04.177;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0756.01;0.521;0.02;0;0.02;0.043;0.048;0.005;0.017
011.0070.300;2;2;11;7;E0491;222448892;14135692;2;2;2;2024-04-10 13:47:42.207;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0018;0.536;0.06;0.089;0.02;0.177;0.085;0.008;0.002
011.0084.300;1;6;9;7;WE9014;222449391;14126835;8;1;4;2024-04-10 16:29:45.320;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0038;0.088;0.071;0;0;0.013;0.013;0.003;-0.006
011.0077.300;2;2;11;7;E0465;222451096;14144441;11;1;1;2024-04-10 18:45:03.383;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0756.01;-0.007;0.02;0;0.02;0.174;0.036;0.022;0
011.0082.300;2;2;11;7;E0455;222451210;14131672;4;1;1;2024-04-10 20:36:16.973;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0029;-0.301;-0.02;-0.005;-0.01;-0.106;0.068;-0.027;0.01
011.0077.300;2;2;11;7;E0465;222451093;14144441;11;1;2;2024-04-11 00:36:27.567;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0756.01;0.167;0.02;0;0.02;0.033;0.031;0.004;0.005
011.0081.300;2;2;11;7;E0497;222441036;14131671;4;1;1;2024-04-11 01:06:59.740;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0028;0.516;-0.02;0.124;-0.03;-0.002;0.038;-0.029;0.004
011.0084.300;1;6;9;7;WE9014;222451641;14157930;8;1;5;2024-04-11 02:54:07.263;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0740;0.062;0.058;0;-0.01;-0.057;0.022;-0.013;-0.015
011.0081.300;2;2;11;7;E0496;222451204;14131670;7;2;1;2024-04-11 04:50:10.803;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.471;-0.06;0;0.02;-0.328;0.06;-0.04;0.005
011.0082.300;2;2;11;7;E0455;222446074;14131673;4;1;2;2024-04-11 05:03:33.067;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0030;0.273;-0.07;0.021;-0.02;-0.005;0.044;-0.013;-0.005
011.0084.300;1;6;9;7;WE9014;222451642;14157930;8;1;6;2024-04-11 13:18:30.193;FALSO;VERDADERO;FORST 2;IND-1 WALTER 420;UBR.0740;0.005;0.08;0;-0.01;0.034;0.001;0.008;-0.007
011.0077.300;2;2;11;7;E0465;222448193;14120359;11;2;1;2024-04-12 01:49:26.133;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0756.01;-0.024;0.02;0.028;0.02;0.188;0.044;-0.024;0
011.0081.300;2;2;11;7;E0497;222446358;14131671;4;1;2;2024-04-12 02:49:31.477;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0028;0.514;-0.02;0.095;-0.03;-0.15;0.064;0.001;-0.004
011.0117.300;1;5;10;10;XE9008;222448050;14178188;5;1;4;2024-04-12 04:27:45.620;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0765;0.739;-0.04;0;-0.03;-0.145;-0.044;-0.041;0.031
011.0081.300;2;2;11;7;E0496;222451205;14131670;7;2;2;2024-04-12 06:21:51.963;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.799;-0.06;0;0.02;-0.207;0.061;-0.029;0.036
011.0082.300;2;2;11;7;E0504;DUMMY;14166165;8;2;0;2024-04-12 07:05:56.513;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0755;0.5;0.05;0.05;0.05;-0.48;0.01;-0.09;-0.04
011.0081.300;2;2;11;7;E0497;222441048;14152395;4;2;1;2024-04-12 09:00:50.363;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0731;0.453;-0.03;0.074;-0.02;-0.295;0.082;-0.035;0.002
011.0082.300;2;2;11;7;E0504;DUMMY;14166165;8;2;0;2024-04-12 12:28:31.480;VERDADERO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0755;-0.5;-0.05;-0.05;-0.05;0.208;0.098;0.008;0.054
011.0082.300;2;2;11;7;E0455;222451212;14129565;4;2;1;2024-04-12 13:26:53.383;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0031;-0.158;0.01;0.017;-0.01;-0.066;0.023;-0.006;0.006
011.0081.300;2;2;11;7;E0451;222451206;14131670;10;1;1;2024-04-12 14:02:05.963;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;0.062;-0.06;0;0.02;0.5;0.055;0.051;0.008
011.0084.300;1;6;9;7;WJ9004;DUMMY;14126835;5;1;0;2024-04-12 16:36:25.797;VERDADERO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0038;-0.3;0.06;0;0;0;-0.048;0;0
011.0082.300;2;2;11;7;E0504;222445643;14166165;8;2;1;2024-04-12 17:32:01.370;FALSO;VERDADERO;LAPOINTE;IND-5 LAPOINTE 900;UBR.0755;-0.28;0.05;-0.04;0;0.631;-0.031;0.048;0.038
011.0070.300;2;2;11;7;E0464;222450965;14135691;9;1;1;2024-04-12 18:12:01.153;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.261;0.06;0.074;0;0.4;0.03;0.003;0.01
011.0081.300;2;2;11;7;E0451;222451774;14131670;10;1;2;2024-04-12 20:22:55.163;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;0.562;-0.06;0;0.02;0.171;0.046;0.014;0.002
011.0117.300;1;5;10;10;XE9008;222445627;14178187;5;1;5;2024-04-12 21:15:23.343;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0764;0.54;-0.03;0;-0.03;0.281;-0.065;0.049;-0.031
011.0082.300;2;2;11;7;E0455;222451213;14129565;4;2;2;2024-04-12 22:25:12.063;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0031;-0.224;0.01;0.011;-0.01;0.017;0.034;0.001;0.007
011.0081.300;2;2;11;7;E0451;222451207;14131670;10;2;1;2024-04-13 02:38:19.413;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0027;-0.483;-0.06;0;0.02;0.029;0.049;-0.011;-0.014
011.0070.300;2;2;11;7;E0464;222450966;14135691;9;1;2;2024-04-13 04:10:18.693;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.661;0.06;0.077;0;0.392;0.071;0.042;0.007
011.0081.300;2;2;11;7;E0497;222442336;14152395;4;2;2;2024-04-13 11:46:01.147;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0731;0.158;-0.03;0.039;-0.02;0.063;0.07;0.006;-0.003
011.0084.300;1;6;9;7;WJ9004;222451768;14126835;5;1;1;2024-04-14 23:33:27.280;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0038;-0.239;0.067;0;0;-0.074;0.014;-0.017;-0.014
011.0070.300;2;2;11;7;E0474;222444958;14180880;9;1;1;2024-04-15 02:47:04.150;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.682;0.06;0.073;0.03;-0.151;0.06;0.006;-0.013
011.0084.300;1;6;9;7;WJ9004;222451772;14126835;5;1;2;2024-04-15 03:34:46.760;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0038;-0.313;0.081;0;0;0.01;-0.011;0.002;-0.018
011.0070.300;2;2;11;7;E0464;222450967;14135691;9;2;1;2024-04-15 07:16:34.727;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.095;0.06;0.053;0;0.312;0.043;0.001;0.002
011.0081.300;2;2;11;7;E0451;222448146;14152394;10;2;2;2024-04-15 07:54:50.673;FALSO;VERDADERO;FORST 1;IND-7 WALTER 700;UBR.0730;-0.432;0;0;0.03;0.084;0.036;0.004;-0.006
011.0081.300;2;2;11;7;E0507;DUMMY;14152394;1;1;0;2024-04-15 11:03:12.730;VERDADERO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0730;-0.1;0;0;0.01;0.933;0.059;0.082;0.006
011.0070.300;2;2;11;7;E0474;222446353;14180880;9;1;2;2024-04-15 12:54:04.230;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0016.02;0.531;0.06;0.079;0.03;0.112;0.036;0.012;-0.02
011.0081.300;2;2;11;7;E0507;222448147;14152394;1;1;1;2024-04-15 15:30:31.600;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0730;0.833;0;0;0.03;-0.033;0.055;-0.008;-0.015
011.0082.300;2;2;11;7;E0528;222448881;14131673;2;1;1;2024-04-15 18:50:37.427;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0030;0.293;-0.07;0.021;-0.02;0.042;0.049;-0.008;0.004
011.0081.300;2;2;11;7;E0507;222440598;14152394;1;1;2;2024-04-15 22:03:28.307;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0730;0.8;0;0;0.03;-0.023;0.06;-0.007;-0.018
011.0081.300;2;2;11;7;E0507;DUMMY;14152394;1;2;0;2024-04-15 23:22:10.633;VERDADERO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0730;0.4;0.02;0;0.01;-0.23;0.024;0;0.014
011.0082.300;2;2;11;7;E0528;222451784;14131673;2;1;2;2024-04-16 00:34:31.917;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0030;0.335;-0.07;0.013;-0.02;0.266;0.061;0.03;-0.006
011.0081.300;2;2;11;7;E0517;DUMMY;14131671;2;1;0;2024-04-16 01:32:15.140;VERDADERO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0028;-0.09;-0.05;0.03;-0.03;-0.099;0.041;-0.013;0.037
011.0081.300;2;2;11;7;E0507;222448148;14152394;1;2;1;2024-04-16 04:43:43.630;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0730;0.17;0;0;0.03;-0.065;0.052;-0.011;-0.003
011.0084.300;1;6;9;7;WJ9004;222451773;14126835;5;1;3;2024-04-16 05:50:08.777;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0038;-0.303;0.07;0;0;-0.047;-0.002;-0.011;-0.02
011.0081.300;2;2;11;7;E0517;222446359;14131671;2;1;1;2024-04-16 07:10:51.433;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0028;-0.189;-0.02;0.02;-0.03;0.419;0.046;0.052;0.008
011.0082.300;2;2;11;7;E0528;222447643;14152396;2;2;1;2024-04-16 14:10:58.927;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0732;-0.203;-0.06;0.043;0.01;0.445;0.015;0.019;-0.031
011.0081.300;2;2;11;7;E0507;222440597;14152394;1;2;2;2024-04-16 17:01:12.293;FALSO;FALSO;FORST 1;IND-7 WALTER 700;UBR.0730;0.105;0;0;0.03;-0.018;0.068;-0.006;-0.026
011.0070.300;2;2;11;7;E0464;222451788;14135691;9;2;2;2024-04-16 19:05:57.413;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.407;0.06;0.054;0;0.221;0.06;0.02;0.004
011.0117.300;1;5;10;10;XE9007;222448055;14178189;8;1;1;2024-04-16 21:18:04.200;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0766;0.475;-0.02;0;0;-0.006;-0.024;-0.014;-0.024
011.0081.300;2;2;11;7;E0517;222448401;14131671;2;1;2;2024-04-17 00:31:41.620;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0028;0.23;-0.02;0.072;-0.03;0.281;0.031;0.023;0.001
011.0084.300;1;6;9;7;WJ9004;222448043;14157928;5;1;4;2024-04-17 01:34:30.107;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0738;-0.241;0.071;0;0;-0.117;-0.014;-0.026;-0.011
011.0082.300;2;2;11;7;E0523;222451211;14131672;2;1;1;2024-04-17 04:37:31.050;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0029;-0.267;-0.02;0.009;-0.01;0.667;0.078;0.037;-0.002
011.0117.300;1;5;10;10;XE9007;222448059;14178190;8;1;2;2024-04-17 05:09:41.347;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0767;0.468;-0.04;0;-0.04;0.044;-0.037;0.016;0.01
011.0082.300;2;2;11;7;E0528;222447642;14152396;2;2;2;2024-04-17 12:08:46.747;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0732;0.242;-0.06;0.062;0.01;0.096;0.05;0.013;-0.037
011.0082.300;2;2;11;7;E0514;DUMMY;14152398;5;1;0;2024-04-17 14:57:16.037;VERDADERO;FALSO;FORST 1;IND-6 WALTER 900;UBR.0734;0.3;0.03;0.03;0.03;0.297;-0.035;-0.012;-0.01
011.0084.300;1;6;9;7;WJ9004;222448044;14157928;5;1;5;2024-04-17 15:10:34.357;FALSO;FALSO;FORST 2;IND-1 WALTER 420;UBR.0738;-0.358;0.057;0;0;0.037;0.01;0.008;0.002
011.0082.300;2;2;11;7;E0523;222451777;14131672;2;1;2;2024-04-17 16:42:19.700;FALSO;FALSO;HOFFMANN;IND-4 WALTER 900;UBR.0029;0.4;-0.02;0.046;-0.01;-0.026;0.108;0.001;0.001
011.0082.300;2;2;11;7;E0514;DUMMY;14152398;5;1;0;2024-04-17 16:42:50.563;VERDADERO;FALSO;FORST 1;IND-6 WALTER 900;UBR.0734;-0.3;-0.03;-0.03;-0.03;0.357;0.025;0.012;0.118
011.0070.300;2;2;11;7;E0474;222450968;14135691;9;2;1;2024-04-17 21:58:38.303;FALSO;VERDADERO;HOFFMANN;IND-4 WALTER 900;UBR.0017;0.586;0.06;0.103;0;0.073;0.024;-0.02;0.04
